"","event.id","predicted","NOISE","X045","X085","original","correct"
"1169","7010","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1170","7011","NOISE",1,0,0,"NOISE",TRUE
"1171","7012","NOISE",1,0,0,"NOISE",TRUE
"1172","7013","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1173","7014","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1174","7015","NOISE",1,0,0,"NOISE",TRUE
"1175","7016","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1176","7017","NOISE",1,0,0,"NOISE",TRUE
"1177","7018","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1178","7019","NOISE",1,0,0,"NOISE",TRUE
"1179","7020","NOISE",1,0,0,"NOISE",TRUE
"1180","7021","NOISE",1,0,0,"NOISE",TRUE
"1181","7022","NOISE",0.9768,0.007,0.0162,"NOISE",TRUE
"1182","7023","NOISE",1,0,0,"NOISE",TRUE
"1183","7024","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1184","7025","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"1185","7026","NOISE",0.7215,0.1038,0.1747,"NOISE",TRUE
"1186","7027","NOISE",0.9818,0.0049,0.0133,"NOISE",TRUE
"1187","7028","NOISE",0.9994,0,6e-04,"NOISE",TRUE
"1188","7029","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"1189","7030","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1190","7031","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1191","7032","NOISE",0.9996,0,4e-04,"NOISE",TRUE
"1192","7033","NOISE",0.9668,0.0197,0.0135,"NOISE",TRUE
"1193","7034","NOISE",0.9565,0.0129,0.0306,"NOISE",TRUE
"1194","7035","NOISE",1,0,0,"NOISE",TRUE
"1195","7036","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1196","7037","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"1197","7038","NOISE",0.9998,0,2e-04,"NOISE",TRUE
"1198","7039","NOISE",0.9363,0.0225,0.0412,"NOISE",TRUE
"1199","7040","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"1200","7041","NOISE",1,0,0,"NOISE",TRUE
"1201","7042","NOISE",1,0,0,"NOISE",TRUE
"1202","7043","NOISE",1,0,0,"NOISE",TRUE
"1203","7044","NOISE",1,0,0,"NOISE",TRUE
"1204","7045","NOISE",0.9514,0.0152,0.0334,"NOISE",TRUE
"1205","7046","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1206","7047","NOISE",0.7754,0.0902,0.1344,"NOISE",TRUE
"1207","7048","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1208","7049","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1209","7050","NOISE",0.9991,0,9e-04,"NOISE",TRUE
"1210","7051","NOISE",1,0,0,"NOISE",TRUE
"1211","7052","NOISE",0.9366,0.0225,0.0409,"NOISE",TRUE
"1212","7053","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1213","7054","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1214","7055","NOISE",0.9998,0,2e-04,"NOISE",TRUE
"1215","7056","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1216","7057","NOISE",1,0,0,"NOISE",TRUE
"1217","7058","NOISE",0.8841,0.0345,0.0814,"NOISE",TRUE
"1218","7059","NOISE",0.9981,0,0.0019,"NOISE",TRUE
"1219","7060","NOISE",0.9987,4e-04,9e-04,"NOISE",TRUE
"1220","7061","NOISE",1,0,0,"NOISE",TRUE
"1221","7062","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"1222","7063","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1223","7064","NOISE",0.9564,0.0129,0.0307,"NOISE",TRUE
"1224","7065","NOISE",0.9616,0.0111,0.0273,"NOISE",TRUE
"1225","7066","NOISE",0.9987,0,0.0013,"NOISE",TRUE
"1226","7067","NOISE",0.8456,0.0709,0.0835,"NOISE",TRUE
"1227","7068","NOISE",0.9996,0,4e-04,"NOISE",TRUE
"1228","7069","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1229","7070","NOISE",0.5705,0.1058,0.3237,"NOISE",TRUE
"1230","7071","NOISE",0.9923,0.0025,0.0052,"NOISE",TRUE
"1231","7072","NOISE",0.8633,0.0653,0.0714,"NOISE",TRUE
"1232","7073","NOISE",1,0,0,"NOISE",TRUE
"1233","7074","NOISE",0.7535,0.0972,0.1493,"NOISE",TRUE
"1234","7075","NOISE",1,0,0,"NOISE",TRUE
"1235","7076","NOISE",0.6253,0.1683,0.2064,"NOISE",TRUE
"1236","7084","NOISE",0.9364,0.0225,0.0411,"NOISE",TRUE
"1237","7086","NOISE",0.9385,0.022,0.0395,"NOISE",TRUE
"1238","7091","NOISE",0.9393,0.022,0.0387,"NOISE",TRUE
"1239","7092","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1240","7093","NOISE",0.936,0.0225,0.0415,"NOISE",TRUE
"1241","7101","NOISE",0.9372,0.0225,0.0403,"NOISE",TRUE
"1242","7102","NOISE",0.9372,0.0225,0.0403,"NOISE",TRUE
"1243","7103","NOISE",0.9372,0.0225,0.0403,"NOISE",TRUE
"1244","7104","NOISE",0.9993,4e-04,3e-04,"NOISE",TRUE
"1245","7105","NOISE",0.936,0.0225,0.0415,"NOISE",TRUE
"1246","7106","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1247","7107","NOISE",0.5847,0.1086,0.3067,"NOISE",TRUE
"1248","7108","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1249","7109","NOISE",0.8184,0.0798,0.1018,"NOISE",TRUE
"1250","7110","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1251","7111","NOISE",0.7353,0.1033,0.1614,"NOISE",TRUE
"1252","7112","NOISE",0.9363,0.0225,0.0412,"NOISE",TRUE
"1253","7113","NOISE",0.9372,0.0225,0.0403,"NOISE",TRUE
"1254","7114","NOISE",0.9369,0.0224,0.0407,"NOISE",TRUE
"1255","7115","NOISE",0.971,0.0043,0.0247,"NOISE",TRUE
"1256","7116","NOISE",0.94,0.0142,0.0458,"NOISE",TRUE
"1257","7117","NOISE",0.7522,0.0996,0.1482,"NOISE",TRUE
"1258","7118","NOISE",1,0,0,"NOISE",TRUE
"1259","7119","NOISE",0.7914,0.0851,0.1235,"NOISE",TRUE
"1260","7120","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1261","7121","NOISE",0.9365,0.0226,0.0409,"NOISE",TRUE
"1262","7122","NOISE",0.9369,0.0224,0.0407,"NOISE",TRUE
"1263","7123","NOISE",0.9369,0.0224,0.0407,"NOISE",TRUE
"1264","7124","NOISE",0.5428,0.1339,0.3233,"NOISE",TRUE
"1265","7125","NOISE",1,0,0,"NOISE",TRUE
"1266","7126","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1267","7127","NOISE",1,0,0,"NOISE",TRUE
"1268","7128","NOISE",0.9367,0.0225,0.0408,"NOISE",TRUE
"1269","7129","NOISE",0.9497,0.016,0.0343,"NOISE",TRUE
"1270","7130","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1271","7131","NOISE",0.6451,0.1182,0.2367,"NOISE",TRUE
"1272","7132","NOISE",0.9998,0,2e-04,"NOISE",TRUE
"1273","7133","NOISE",0.9982,6e-04,0.0012,"NOISE",TRUE
"1274","7134","NOISE",1,0,0,"NOISE",TRUE
"1275","7135","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1276","7136","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1277","7137","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1278","7138","NOISE",0.9369,0.0224,0.0407,"NOISE",TRUE
"1279","7139","NOISE",0.9495,0.0161,0.0344,"NOISE",TRUE
"1280","7140","NOISE",0.9981,0,0.0019,"NOISE",TRUE
"1281","7141","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1282","7142","NOISE",0.6361,0.1779,0.186,"NOISE",TRUE
"1283","7143","NOISE",0.7014,0.1101,0.1885,"NOISE",TRUE
"1284","7144","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1285","7145","NOISE",0.9989,7e-04,4e-04,"NOISE",TRUE
"1286","7146","NOISE",0.8022,0.0968,0.101,"NOISE",TRUE
"1287","7147","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"1288","7148","NOISE",0.9279,0.03,0.0421,"NOISE",TRUE
"1289","7149","NOISE",0.8605,0.0491,0.0904,"NOISE",TRUE
"1290","7150","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1291","7151","NOISE",1,0,0,"NOISE",TRUE
"1292","7152","NOISE",0.9133,0.0471,0.0396,"NOISE",TRUE
"1293","7153","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1294","7154","NOISE",0.9367,0.0225,0.0408,"NOISE",TRUE
"1295","7155","NOISE",0.9367,0.0225,0.0408,"NOISE",TRUE
"1296","7156","NOISE",0.6533,0.0742,0.2725,"NOISE",TRUE
"1297","7157","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1298","7158","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1299","7159","NOISE",0.9411,0.0186,0.0403,"NOISE",TRUE
"1300","7160","NOISE",0.8296,0.0677,0.1027,"NOISE",TRUE
"1301","7161","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"1302","7162","NOISE",0.9367,0.0225,0.0408,"NOISE",TRUE
"1303","7163","NOISE",0.9369,0.0225,0.0406,"NOISE",TRUE
"1304","7164","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"1305","7165","NOISE",0.9369,0.0225,0.0406,"NOISE",TRUE
"1306","7166","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1307","7167","NOISE",0.7101,0.1284,0.1615,"NOISE",TRUE
"1308","7168","NOISE",0.8479,0.062,0.0901,"NOISE",TRUE
"1309","7169","NOISE",0.8834,0.0516,0.065,"NOISE",TRUE
"1310","7170","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1311","7171","NOISE",0.826,0.0775,0.0965,"NOISE",TRUE
"1312","7172","NOISE",0.9357,0.0221,0.0422,"NOISE",TRUE
"1313","7173","NOISE",0.9356,0.0225,0.0419,"NOISE",TRUE
"1314","7174","NOISE",0.8736,0.0388,0.0876,"NOISE",TRUE
"1315","7175","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1316","7176","NOISE",1,0,0,"NOISE",TRUE
"1317","7177","NOISE",0.9367,0.0225,0.0408,"NOISE",TRUE
"1318","7178","NOISE",0.7921,0.0848,0.1231,"NOISE",TRUE
"1319","7179","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"1320","7180","NOISE",0.8631,0.0488,0.0881,"NOISE",TRUE
"1321","7181","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1322","7182","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1323","7183","NOISE",0.9981,0,0.0019,"NOISE",TRUE
"1324","7184","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"1325","7185","NOISE",0.6577,0.1167,0.2256,"NOISE",TRUE
"1326","7186","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1327","7187","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1328","7188","NOISE",0.5652,0.1613,0.2735,"NOISE",TRUE
"1329","7189","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1330","7190","NOISE",0.8564,0.0668,0.0768,"NOISE",TRUE
"1331","7191","NOISE",0.759,0.0964,0.1446,"NOISE",TRUE
"1332","7192","NOISE",0.9218,0.0242,0.054,"NOISE",TRUE
"1333","7193","NOISE",0.9991,0,9e-04,"NOISE",TRUE
"1334","7194","NOISE",0.9981,0,0.0019,"NOISE",TRUE
"1335","7195","NOISE",0.9548,0.0135,0.0317,"NOISE",TRUE
"1336","7196","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"1337","7197","NOISE",0.9974,0.0012,0.0014,"NOISE",TRUE
"1338","7198","NOISE",0.569,0.1032,0.3278,"NOISE",TRUE
"1339","7199","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"1340","7200","NOISE",1,0,0,"NOISE",TRUE
"1341","7201","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"1342","7202","NOISE",0.7262,0.1163,0.1575,"NOISE",TRUE
"1343","7203","NOISE",0.652,0.1693,0.1787,"NOISE",TRUE
"1344","7204","NOISE",0.7379,0.1028,0.1593,"NOISE",TRUE
"1345","7205","NOISE",0.9609,0.0111,0.028,"NOISE",TRUE
"1346","7206","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"1347","7207","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"1348","7208","NOISE",0.8601,0.0651,0.0748,"NOISE",TRUE
"1349","7209","NOISE",0.9367,0.0225,0.0408,"NOISE",TRUE
"1350","7210","NOISE",1,0,0,"NOISE",TRUE
"1351","7211","NOISE",0.9498,0.016,0.0342,"NOISE",TRUE
"1352","7212","NOISE",0.9367,0.0225,0.0408,"NOISE",TRUE
