UID,species,RL,dB_20kHz,dB_30kHz,dB_40kHz,dB_50kHz,dB_60kHz,dB_70kHz
13009109,X045,149.9643333,127.8544083,131.9876281,144.7596732,152.4586412,156.0477965,147.6462126
13009110,X045,130.8809897,134.5872343,120.3674145,130.6837546,134.9716642,131.4080508,119.0434301
13009111,X045,130.8518909,127.4393566,133.4218013,135.6140443,137.2069687,129.4172546,117.931658
13009112,X045,155.0759307,131.768344,130.3403448,148.3713031,158.5991803,160.3576757,150.9452313
13009113,X045,156.8453388,129.041259,134.4980493,150.9250643,161.7000323,163.9043286,153.3222986
13009114,X045,161.8381872,140.764209,148.4199612,161.6266714,167.6887893,164.2872667,152.2488844
13009115,X045,153.8842378,131.9278397,132.6965545,145.9050085,157.379957,160.9414026,149.649319
13009116,X045,154.3459449,135.0007128,145.6339699,160.6167238,157.9439414,154.7282566,143.7692887
13009117,X045,155.9165108,127.3093606,129.3258795,151.6075383,160.8351145,162.8297811,152.3653861
13009118,X045,133.1193491,126.8261035,132.2018897,130.7858228,138.4378979,135.0925938,124.1527839
13009119,X045,155.139358,128.2808415,147.3755929,161.6063223,159.1347113,155.5329604,144.8401993
13009120,X045,154.9054559,117.4839946,147.1097229,161.5637696,159.2883944,155.5487906,142.9737865
13009121,X045,158.793504,122.6056369,124.9515334,153.7863028,163.0717625,163.8108019,155.3590314
13009122,X045,155.33529,130.1569335,145.4984836,161.829127,159.5446155,155.6273559,143.6499951
13009123,X045,156.7890823,134.427622,134.2998021,150.2705825,159.64847,162.5511709,154.2660213
13009124,X045,158.6653956,129.2105665,146.4889486,158.3999918,163.6918764,161.0571533,146.6677495
13009125,X045,158.8224252,137.6783907,145.8625773,158.021611,164.0257559,161.3042753,147.361832
13009126,X045,158.0052775,135.7925213,145.7537209,158.8430866,164.5699998,161.7756462,145.0711421
13009127,X045,159.0983025,138.1847324,144.9318251,159.0990541,164.250034,161.8269473,148.6496879
13009128,X045,155.186354,122.7573479,145.9926325,161.8210821,159.0955254,155.3081733,144.4379636
13009129,X045,133.3022622,128.1204625,129.0331054,135.8126731,140.5387331,136.6343248,120.8227847
13009130,X045,158.8737239,125.8552125,137.9588006,153.2626856,163.7861763,164.5603543,152.6182006
13009131,X045,154.5107063,137.0723888,144.9896919,161.6917416,159.1661042,154.708037,139.9640369
13009132,X045,138.9001518,131.7943475,131.2206175,141.2327061,144.7544681,142.6229046,127.3139755
13009133,X045,155.6375596,136.7649625,145.9493951,161.6784753,159.2885565,155.1637701,142.8883175
13009134,X045,143.9076044,124.0784524,131.3891049,143.3849406,149.2431127,149.1361902,137.2403261
13009135,X045,155.6689919,134.3643515,146.2481465,162.2252176,159.9127819,155.4461545,144.2287516
13009136,X045,145.8799636,128.570301,132.0402734,142.7870207,150.7543218,151.1086471,142.6269583
13009137,X045,143.2308424,117.3476518,129.91232,143.3993453,148.922307,147.2796626,135.8714467
13009138,X045,158.0522521,131.9447044,136.1531072,152.7215103,162.669074,163.7636982,156.2457327
13009139,X045,135.4294367,124.1972683,127.9776144,140.4212921,141.713977,135.4026285,116.4824371
13009140,X045,155.6249936,126.9240506,134.6577818,153.2582114,162.4495089,162.7613042,150.619357
13009141,X045,130.679507,124.9061418,122.495592,137.5109655,139.0005335,131.5747187,117.5375254
13009142,X045,150.6244959,132.3192607,134.6052642,143.5595675,155.7074437,155.102352,144.997921
13009143,X045,133.837908,129.4317032,132.5936062,137.9602231,141.0707512,135.1703201,125.5593127
13009144,X045,137.0879665,132.7908349,136.801894,141.9765349,145.1116317,141.6113924,128.4024266
13009145,X045,137.2750471,117.3229313,127.8708296,139.4410153,144.1140574,141.6394108,129.0637062
13009146,X045,153.9253876,125.1229197,133.8866359,152.3059551,159.8214166,158.7862946,148.4552465
13009147,X045,137.5662754,122.8763297,131.8748952,140.9300513,143.4921091,141.554602,122.5005425
13009148,X045,135.6752511,127.357511,127.1872013,138.6337248,142.2163131,136.7333122,121.4066335
13009149,X045,152.0038723,126.379936,128.3710409,150.2669996,157.6343712,158.2517514,148.141462
13009150,X045,131.2667149,133.1303241,129.5215051,135.1066631,130.085592,129.0371827,119.8271754
13009151,X045,132.3139864,130.4487465,126.2185648,139.1470584,136.1760176,128.1711806,125.2995686
13009152,X045,159.5611829,126.369605,135.4699708,154.4196191,164.0286598,166.0995702,155.4538312
13009153,X045,134.1374137,121.9730662,130.0158659,137.5810962,141.0215018,127.3985265,121.3408386
13009154,X045,158.4657543,127.940351,137.8595625,153.5223025,161.9765927,164.7526063,154.3744101
13009155,X045,158.0528595,127.975559,128.1364284,153.5240306,162.9968405,165.1927492,150.4353846
13009156,X045,153.3108405,124.5844938,129.2713384,151.8530232,159.9584465,160.9720952,142.5173913
13009157,X045,159.1242636,134.6182245,148.9580778,160.2033214,165.7874876,163.4914314,147.5477536
13009158,X045,132.7588588,130.7011327,127.3075766,135.4993314,138.7505355,133.6836718,126.7602018
13009159,X045,140.927992,126.8845501,129.8075568,143.9489204,147.3254744,142.083769,121.4211702
13009160,X045,134.6826155,132.2851581,127.1373165,137.1361333,139.6513122,134.7858659,125.5179202
13009161,X045,137.1002728,134.3052186,130.0273003,144.8297922,139.1115259,133.6712453,124.8857167
13009162,X045,134.6625668,129.4370561,128.7523246,138.6499151,139.9969934,136.9634799,126.5563095
13009163,X045,133.2616939,134.9041712,130.7204164,138.3647399,139.0197081,136.4531824,126.3882363
13009164,X045,141.4708972,125.2408996,135.5860875,149.6101099,145.2005139,139.4066734,126.8164167
13009165,X045,136.4636309,130.1346252,132.8753681,137.3447757,141.301652,137.6141483,129.9819202
13009166,X045,130.7435981,127.7068854,112.5602314,133.2117581,136.6855374,131.1619946,107.9747663
13009167,X045,138.39719,124.8212651,126.6536756,139.7190272,143.513511,141.2260234,130.3143032
13009168,X045,134.8118576,129.7226593,130.9862814,138.9733393,139.8690504,138.0161773,123.2190138
13009169,X045,135.5325507,132.5948667,112.8897104,131.8681402,141.6478864,138.7751455,125.5812414
13009170,X045,140.0449687,130.8700361,124.948836,140.2643154,147.2925557,146.6970694,134.3039369
13009171,X045,141.8701212,112.7404467,136.9601916,150.8696634,145.9917921,138.9809951,120.1702753
13009172,X045,157.7609933,140.4338842,145.9616715,157.8267324,163.7384402,160.3893754,146.8691846
13009173,X045,139.0070801,130.1994275,123.7839707,142.7972231,147.0510049,142.0862481,133.9784937
13009174,X045,133.3191596,130.9922457,126.1719245,127.926495,137.3337802,141.0361988,130.9404761
13009175,X045,139.4250086,126.267927,128.3105054,138.5824834,146.5209636,142.1916908,131.8929293
13009176,X045,132.0690122,128.8143594,122.4670789,132.6847257,137.8097426,136.7022953,120.4979932
13009177,X045,140.5191737,125.1643025,129.7251182,142.6560556,147.5854282,145.7826407,132.6492201
13009178,X045,136.6079408,129.5916014,124.8832567,131.3966361,141.1851273,141.263613,129.0623138
13009179,X045,138.8320803,123.3753491,122.1973374,145.0009006,146.7831475,132.8684682,122.9192476
13009180,X045,133.0867319,124.3179862,132.0847539,136.5115851,140.3241276,133.8905941,115.3665096
13009181,X045,148.5808191,129.4403926,131.7067602,145.9021134,154.9633269,154.5615378,141.4086551
13009182,X045,137.713165,133.5843856,134.6776182,138.348326,143.1540134,140.6171572,128.7716245
13009183,X045,138.7191357,121.3147923,132.6417569,139.8472486,145.1589883,143.2324119,129.4084154
13009184,X045,141.4214055,129.9596866,134.1957381,140.2645687,146.1102038,145.3639142,135.6713333
13009185,X045,144.0059515,128.9373201,127.9415953,145.6527866,151.0627017,146.342161,129.1608357
13009186,X045,132.1687788,129.3249078,125.8710652,131.5622099,139.4413065,133.7936852,121.7054101
13009187,X045,154.2315786,129.0283443,145.1206674,158.1955614,158.3382236,154.9303019,143.7054662
13009188,X045,160.5141561,139.6128064,147.4371095,160.5924704,167.056394,164.1829444,150.7045066
13009189,X045,143.2903667,125.3786491,133.0262809,140.8696792,147.9411094,147.1304374,138.4098228
13009190,X045,148.1342489,128.2607138,133.4952111,145.5869,154.5555272,154.841676,137.9491127
13009191,X045,142.9989965,126.9973465,131.1557267,141.6040209,148.742791,148.5527899,137.9394689
13009192,X045,142.0461078,117.9411779,130.3423324,144.7823693,148.2680112,149.104417,137.0123943
13009193,X045,136.2590303,126.841862,120.0274332,137.3545292,145.397501,142.2690386,123.2023197
13009194,X045,137.4511539,111.8627748,117.4612859,138.6222428,144.0621609,142.3583583,122.2358319
13009195,X045,143.1169186,124.8270253,129.5936014,141.6672304,148.9838665,146.6225709,135.7126112
13009196,X045,139.0377625,130.1315666,135.60194,140.5383654,145.3104853,142.8263793,129.1739038
13009197,X045,132.2566019,129.152776,131.3723848,135.5968119,140.3961274,131.3777491,122.4015948
13009198,X045,144.9696922,124.8026739,131.1618326,142.4883006,151.034938,150.4648146,133.2731971
13009199,X045,137.8103289,132.2575985,122.3251963,138.342914,144.8717733,142.5580795,123.9904052
13009200,X045,154.9938407,121.2083269,143.8997432,159.1362583,159.3925528,156.1430928,146.5453524
13009201,X045,133.2244888,130.2789667,134.6095436,137.6319097,137.8627142,132.1753881,119.3200927
13009202,X045,135.6645647,112.4229459,135.1974826,139.8780003,142.1909644,138.8094536,114.1328052
13009203,X045,136.2310665,132.0441789,122.1422296,129.172849,139.3390805,141.4453803,130.0896604
13009204,X045,136.971252,129.1804815,126.7648856,138.6397368,143.1059542,139.4404671,112.9561924
13009205,X045,130.2832975,123.7455612,127.3926962,133.532653,133.3262377,125.5343782,117.5702564
13009206,X045,140.2274517,130.9467604,107.2908957,140.8437639,143.3489303,142.5512324,131.3132916
13009207,X045,146.4487698,130.8306569,132.6491677,144.463317,150.3927786,151.7784617,138.2411618
13009208,X045,132.4811995,124.3149202,123.9720999,136.7291862,135.3043382,136.7309041,120.7891875
13009209,X045,132.4661697,132.5986117,128.1383024,139.4404265,133.1817101,123.0657328,100.2678736
13009210,X045,146.987992,127.6789552,126.5259351,144.6786249,151.2892675,152.8734085,141.8853623
13009211,X045,134.6248218,131.7508532,133.0423945,143.0875539,136.0300939,129.0124774,109.5691823
13009212,X045,135.2089672,120.4472189,132.7565145,142.0872401,136.0376925,125.7296281,116.0394903
13009213,X045,133.7752117,131.8326652,133.7809279,142.2108071,133.9759453,124.6395122,112.7930764
13009214,X045,135.7046999,132.9060738,134.4325168,143.7209523,136.2022401,127.6269021,107.3177043
13009215,X045,150.2174208,124.6225878,141.7204623,156.079977,154.0905955,149.0596351,134.852664
13009216,X045,132.6101512,130.318918,126.4681857,138.311952,136.4700954,131.7025136,123.1225093
13009217,X045,135.7181403,133.2514666,136.1538332,144.0138146,137.2458372,129.6841096,111.1031531
13009218,X045,136.8000764,116.1785575,135.6764425,144.375527,138.0097454,131.9440376,118.5126444
13009219,X045,134.8390594,131.3378959,124.563534,137.4954311,141.9392328,137.4610447,117.6214503
13009220,X045,147.157992,125.6174144,128.5322416,145.8435418,152.6601964,153.9840104,143.5449806
13009221,X045,138.6109481,131.8388744,129.1798935,140.4262391,142.9742221,140.8679193,127.3104743
13009222,X045,134.0708965,120.735179,125.8068178,135.6666868,139.3886908,134.6033487,117.0355625
13009223,X045,139.8880286,129.6493274,129.4974206,139.9677734,144.4321321,142.7320226,130.8156194
13009224,X045,140.692127,127.1609555,131.5329283,140.3450859,145.744486,144.0206947,133.6974223
13009225,X045,139.0921371,124.0443169,126.1180412,142.6003208,146.1993555,143.8585286,131.6625122
13009226,X045,151.0324439,131.8399093,130.4349952,152.6950923,157.708756,148.945044,143.7378564
13009227,X045,148.0804829,124.6582397,125.4669463,145.7986615,153.2378309,152.7014606,144.3721366
13009228,X045,140.9777647,127.0600726,124.2870483,140.4596107,146.7903575,144.689531,133.3136971
13009229,X045,141.2200419,131.771562,127.949795,144.408357,147.3098755,146.6361388,133.9634434
13009230,X045,154.4395533,129.556649,121.957799,151.3622884,158.3282588,159.7633568,151.3042491
13009231,X045,137.7295855,128.2084147,124.5551907,141.3341693,144.3510401,141.9642009,130.8677861
13009232,X045,140.6133775,118.6499121,135.4250166,148.7026923,143.9537043,139.5107551,129.7267295
13009233,X045,138.3469251,127.7990341,127.5562618,137.6860001,143.7330058,140.5741886,129.4727541
13009234,X045,145.0585536,127.7019923,124.8356026,144.617713,150.4990442,150.3411547,141.6779761
13009235,X045,158.0150674,128.920252,137.2108065,154.8711185,162.6201077,163.8682996,153.140442
13009236,X045,136.1284609,135.0743348,123.0209632,137.518315,142.6584547,139.5114558,124.2319425
13009237,X045,133.9077966,133.2830534,128.8696681,135.6726139,141.0222647,136.3640966,121.530764
13009238,X045,143.9923757,127.5445246,130.7753388,144.7980449,149.6758785,150.0013743,141.265089
13009239,X045,132.970909,132.9391533,115.5914969,135.3783835,140.3053415,135.0580223,123.8480249
13009240,X045,154.854456,135.5791587,130.5361793,151.4570344,159.6257423,161.5197309,150.3224714
13009241,X045,136.1824311,132.250775,132.1065666,143.0757109,139.1888986,137.7465904,123.7149055
13009242,X045,133.3134889,113.2233366,126.0087401,134.2746545,139.6557228,135.3475667,123.1832806
13009243,X045,144.9260955,118.7197231,123.5286181,147.1029384,152.3085275,150.8001832,139.1182892
13009244,X045,157.3105044,132.8231583,132.3285201,155.3208662,162.0193286,164.2675416,151.3282964
13009245,X045,144.3015021,123.3434867,119.8269816,143.5691679,149.9501752,150.2374783,141.5726303
13009246,X045,156.9428397,129.6614281,134.9163264,154.9575035,163.4130556,164.5325776,149.742956
13009247,X045,133.9920638,128.4107815,133.708338,138.7043858,136.2823044,135.6889852,118.3968068
13009248,X045,156.1439026,126.4953577,131.5075762,154.1101368,161.1782104,163.0916909,150.9874185
13009249,X045,144.0782872,133.2112545,127.9872013,143.7000484,150.5517949,150.7545927,140.7387898
13009250,X045,155.4320328,127.0465924,127.4522645,153.2550994,160.4833859,162.5360766,149.559335
13009251,X045,157.8868922,122.4791869,126.1506234,154.1588781,161.9889429,164.3350629,154.0865454
13009252,X045,136.8291818,130.7480329,136.2659035,144.2070915,137.4245661,138.1140256,122.1467588
13009253,X045,157.6393336,129.5049963,132.7268121,153.7529721,161.7319811,164.0994553,153.703432
13009254,X045,144.7955871,134.3075739,127.2544692,145.962103,150.2432167,150.509206,140.7348799
13009255,X045,157.2985911,131.1222235,125.9321277,153.517758,163.0747131,164.0301389,148.7298572
13009256,X045,146.6522043,127.240282,139.4314773,151.9181472,149.8629736,145.1259396,130.8281316
13009257,X045,142.6711629,126.091236,121.1945983,143.5163644,147.3180779,147.8393244,137.624442
13009258,X045,145.4895565,116.9143969,140.0482287,152.5900765,149.7244359,144.2963841,131.9185774
13009259,X045,145.7305088,118.7081487,140.5571158,152.0819388,149.7934784,141.9181324,122.1127715
13009260,X045,157.9451801,124.8204663,128.7632867,153.7656991,162.8282626,164.0732516,152.6747506
13009261,X045,145.96534,123.4971768,141.0155423,152.307669,149.0853648,143.3856035,133.2219643
13009262,X045,142.872133,125.6675878,130.8373831,143.3691841,146.5618873,146.6974893,136.3030617
13009263,X045,144.4238971,125.5556688,138.6578734,151.1740673,146.5147282,140.6786687,126.4247131
13009264,X045,142.7902745,127.5463238,140.5838423,149.8139259,144.9778452,136.9025147,125.2079652
13009265,X045,138.6206777,125.9759928,127.8942767,141.3831608,143.1054876,141.7763068,130.8105021
13009266,X045,154.7664907,126.0394511,134.1286133,152.7086053,159.4128956,160.1227095,150.3402792
13009267,X045,148.5886893,129.4892656,140.8081518,154.902302,153.1786215,148.2005617,124.6556971
13009268,X045,150.7479029,124.9212168,133.4532489,150.4313733,156.9401514,155.7829061,144.472883
13009269,X045,151.554004,122.6119754,142.3711938,156.5200475,155.7465798,151.7943216,138.887446
13009270,X045,152.7415544,121.7992234,130.2095309,151.7426751,158.2109289,156.6567582,146.9893899
13009271,X045,146.7623376,130.7543085,141.3931991,153.619236,150.5751055,146.0323535,135.5717839
13009272,X045,150.4056824,131.7642506,143.4076476,156.6755528,156.4945002,151.7006402,136.1453548
13009273,X045,138.408722,133.3681005,125.6799288,142.1645891,141.787522,144.6932028,130.7743981
13009274,X045,147.9809966,132.6711578,142.8762763,154.7200134,151.0562636,147.3782449,136.848141
13009275,X045,146.9966467,129.7357962,140.6020746,153.8401424,149.1732621,145.9551199,135.6554228
13009276,X045,143.8815634,131.6717584,138.5773964,151.4297793,146.1712795,138.5871367,122.8643209
13009277,X045,131.3391421,127.1350633,122.7819726,136.6933104,127.6582758,133.7641905,112.3319138
13009278,X045,131.1263558,130.580016,116.5343566,132.4252543,138.2400524,132.0445478,121.8563162
13009279,X045,131.7423811,121.229566,125.457087,135.8744862,130.7971887,134.7498466,111.5692755
13009280,X045,134.85034,122.9833558,120.597832,132.2416403,142.0968566,139.2384668,128.9683966
13009281,X045,131.7946541,129.641501,129.0543838,136.8318068,132.192706,133.6190461,114.29094
13009282,X045,134.3033341,127.7407909,135.2410417,143.0918458,128.5616883,136.1045605,123.9136687
13009283,X045,137.0062565,129.8878011,125.3908037,133.5573692,144.9119845,140.405476,132.9341982
13009284,X045,133.2656871,110.016045,125.0257609,126.874961,141.1526073,134.1526563,126.3537505
13009285,X045,146.9438773,119.5371131,141.5746481,153.1868561,150.1309617,147.5106913,134.6577724
13009286,X045,146.3411306,117.5746567,140.3006077,152.9994516,149.4763918,148.4383917,133.3821523
13009287,X045,138.2069708,124.8133044,138.5643145,145.9607346,137.2035824,135.4500787,126.4758889
13009288,X045,146.3686142,135.0086755,139.0485221,152.6115857,148.8995233,147.1312135,133.2469588
13009289,X045,132.8323789,130.1167543,129.6022044,138.9325513,133.8856326,132.339043,108.9537584
13009290,X045,146.1812492,131.970232,136.7866536,152.4450842,148.5941404,146.6480293,131.2297237
13009291,X045,143.6720221,128.6902398,139.4066604,151.381042,148.2563194,139.8339807,123.6923994
13009292,X045,134.5618794,130.2364421,134.8939179,138.4754554,132.5157825,137.2468348,122.156219
13009293,X045,133.3964298,126.5588513,129.9661991,140.4448929,131.9687424,138.3479779,120.5170256
13009294,X045,139.6803928,130.6353355,139.517859,148.3041614,138.8792074,136.5718717,128.9686869
13009295,X045,140.5145687,128.2511821,137.4986261,148.2992397,138.4590859,136.688314,129.3322993
13009296,X045,133.1361104,121.1476077,110.3938999,132.4368219,140.7317907,135.7280064,122.0045262
13009297,X045,141.0298093,129.0143997,137.1918666,149.3096075,142.5892639,138.8088724,128.9289781
13009298,X045,129.9696488,125.3931655,119.5246631,123.9190227,136.9374367,132.4836325,112.5144696
13009299,X045,133.7195014,124.5508536,126.1366484,129.5806771,141.5051559,136.0047813,123.1890948
13009300,X045,142.6771652,135.9978244,137.8349511,149.7935813,142.686937,139.8781796,131.9200147
13009301,X045,130.4187347,124.018787,125.3828539,127.8385585,138.667811,131.7442989,122.720427
13009302,X045,158.139333,136.9050112,147.3273768,163.2845458,161.1522671,161.2241035,149.0549307
13009303,X045,143.4887577,126.0166338,139.7061614,151.1106843,145.0939579,140.5550265,131.0420987
13009304,X045,142.2929072,132.3555344,138.3825387,151.4319719,144.7257291,142.1390949,128.9935878
13009305,X045,143.209858,132.3244298,140.2580624,149.3285506,145.2383626,142.5474354,127.582037
13009306,X045,141.7448205,136.2687463,138.0967378,149.3064963,143.2916934,140.8416322,131.5862315
13009307,X045,159.5239097,132.3983644,149.0731612,164.8510306,163.0900981,163.2110851,149.0993069
13009309,X045,110.9369765,125.9414102,127.4345429,114.064458,122.7477641,114.7569956,110.7509135
13009315,X045,159.8098361,133.4283015,150.9974269,164.6090697,162.6389187,162.2216407,150.9029516
13009316,X045,156.2720903,136.7407215,149.2698824,163.8111563,160.5978078,158.3209509,143.8935919
13009317,X045,132.6736868,131.4854549,126.2484584,134.2656143,139.4578469,138.8784299,124.7655922
13009318,X045,133.0306608,128.1991737,125.1484367,139.4058338,140.5728773,138.4466363,106.4109305
13009319,X045,136.2794065,133.8353198,132.1889158,137.723494,141.1559037,141.8840921,126.7491308
13009320,X045,133.1747509,131.621148,130.2123632,128.195068,136.0694777,138.36378,126.4114182
13009321,X045,135.3972392,130.7535304,132.6932603,131.968852,138.9930153,139.9152901,124.4379638
13009321,X045,135.3972392,130.7535304,132.6932603,131.968852,138.9930153,139.9152901,124.4379638
13009322,X045,137.4877708,123.7492922,133.7116987,133.4010662,140.6732604,141.3353551,126.3430485
13009323,X045,136.9732307,121.044273,131.0697805,135.4109727,149.301052,150.5251123,129.0656731
13009324,X045,136.9822314,126.3191795,121.0176986,137.7834743,141.2287676,142.3834577,128.8342215
13009325,X045,138.0343832,126.8263826,134.1799743,136.9841455,138.8975804,142.1598708,128.6176011
13009326,X045,140.1956979,124.9256451,129.8230796,138.8160492,145.7145541,145.9836217,136.1672447
13009327,X045,133.0528238,123.0456062,125.9368284,134.8242309,138.558922,137.0017008,118.017323
13009328,X045,141.7485558,130.4261807,126.8946193,141.3787164,146.147672,149.4768403,136.2939584
13009329,X045,134.9007107,127.3233528,121.1058199,136.7732258,138.2555671,135.9202309,118.1936631
13009330,X045,133.6748538,132.7935524,126.1318194,141.5120618,140.3894935,134.9534088,114.1702972
13009331,X045,142.3522269,130.660598,128.130555,146.3320069,152.742749,155.2215459,143.3759098
13009332,X045,135.6944698,113.4400846,119.6593414,138.9637795,140.1382477,140.1472594,121.460199
13009333,X045,151.4189509,134.2761345,151.8033278,165.3393099,158.8668821,148.7735633,137.1150133
13009334,X045,151.4189509,125.4421367,146.1921518,159.9298669,152.380762,143.2821118,133.0000699
13009335,X045,130.0603492,117.9096419,126.4335861,135.3842001,135.0604656,129.5967381,109.1374339
13009336,X045,137.4102056,126.5324712,128.4264594,137.9091578,144.0106205,141.9896247,125.2176368
13009337,X045,135.9130646,125.4067192,129.4516518,139.971207,139.2976254,137.5066179,126.4381997
13009338,X045,137.0741007,129.6840479,131.240627,144.0026976,141.7257016,133.4291527,119.4506711
13009339,X045,140.4642555,129.4115939,121.6276597,140.3916138,144.2586935,146.9304104,132.2341027
13009340,X045,137.9110073,120.4922073,126.1849651,141.5498612,141.1007892,137.6880155,128.2216284
13009341,X045,137.97809,121.3392769,132.3773741,145.0512375,143.2634402,131.528794,119.1831083
13009342,X045,137.3091665,123.200729,125.033099,142.9813486,142.1180854,137.7564013,126.7900526
13009343,X045,137.69287,129.355208,130.8345277,143.8337524,141.7632653,132.6158784,120.7992439
13009344,X045,137.9762846,121.5372696,129.5559532,142.2274445,142.3578808,136.7406985,119.9740168
13009345,X045,138.2180419,127.136103,132.0986297,141.90428,142.8992608,138.6862292,126.5212938
13009346,X045,141.6876226,132.6494666,114.8631401,140.6619777,145.6701209,147.3962397,138.0543911
13009347,X045,137.8382171,134.1369821,129.7115471,144.5820468,142.886358,136.049235,119.1333553
13009348,X045,138.0794361,134.9457711,132.3930306,143.9262916,143.7609903,137.0864321,126.1751411
13009349,X045,141.9700099,121.2234274,120.1953564,139.9340419,145.6884537,146.4204244,136.7611234
13009350,X045,141.433804,122.4311943,123.4588065,143.8644699,148.1599134,141.8079932,122.5890974
13009351,X045,136.4409579,120.8643996,130.3668284,144.040941,139.6728379,133.7230798,121.744377
13009352,X045,136.0578105,127.7128688,124.6224813,145.6829812,139.0165781,117.9837944,120.3494289
13009353,X045,141.3053069,125.6291077,127.3238996,146.744301,148.7281207,137.2856247,112.9658583
13009354,X045,136.2415325,125.9807535,114.5104152,145.3758288,141.4198266,134.0389178,115.4470401
13009355,X045,141.5336916,126.7046851,126.7834904,144.529357,148.9499992,143.5793764,112.1576423
13009356,X045,140.7656013,132.3770289,126.4803242,141.4355991,148.0982733,145.360381,123.1672833
13009357,X045,135.8121451,119.0645272,130.87493,144.8462117,139.430654,129.7624605,124.5940308
13009358,X045,139.9847137,126.5700292,127.9409892,139.8751808,146.1323828,144.9584658,121.8116299
13009359,X045,139.6056364,119.2249843,137.6075958,144.1133827,146.638148,127.3200531,120.5081934
13009360,X045,141.0291453,129.2886404,129.6482343,139.9899324,146.7016475,146.7847526,125.9249897
13009361,X045,140.1612668,127.7334562,130.0974212,141.3055027,146.1579653,147.2684538,126.9713093
13009368,X045,121.9754316,123.5473258,120.2116748,126.4926984,118.0220626,123.8404471,116.6378186
13009376,X045,136.8965993,134.5547714,134.8564496,147.4160615,137.4958312,137.9381626,118.1515701
13009378,X045,138.1818878,126.4798008,130.8548695,133.5593914,144.691236,143.9765091,132.1286877
13009379,X045,145.5221096,131.3007202,127.0550689,137.0207724,155.2595355,146.7695751,133.0196326
13009380,X045,130.7833046,123.3757581,124.3695781,131.4553429,133.8998483,134.238783,125.7160417
13009381,X045,147.0671127,124.5607671,135.4355588,149.7125864,155.5590527,143.7069177,131.1643592
13009382,X045,134.8674662,126.3603512,133.0912445,141.9884706,135.6305445,133.0354319,112.9129181
13009383,X045,149.82646,134.7692559,131.8732835,146.4107566,160.629515,149.8748753,136.9849157
13009384,X045,130.2545786,123.092264,111.6640301,134.2801171,136.7740943,132.6334329,118.3059427
13009385,X045,147.5236699,123.380706,129.4266105,140.4656175,154.1409515,151.5477501,140.1565351
13009386,X045,150.3646006,112.2848238,131.1642648,138.2246547,156.0182508,155.3692383,144.9962025
13009387,X045,153.6741906,120.5052604,136.2697183,145.3873784,160.1624826,158.7864912,147.4662007
13009388,X045,153.6153569,128.5749134,129.4252739,145.1861865,161.867825,158.0869178,147.4316215
13009389,X045,129.4377047,130.9850618,129.3229225,136.5224817,134.5303956,119.8966895,118.3428582
13009390,X045,154.4043035,134.6278481,130.3143965,146.2227073,160.5185063,159.6497802,146.0365367
13009391,X045,137.9475539,130.6014649,125.7047337,136.2325861,143.0600584,141.8965568,129.9724955
13009392,X045,157.9379827,130.2483849,130.8379646,146.130567,162.033586,162.2400933,153.794419
13009393,X045,133.8320898,126.2379498,125.8460336,129.323627,139.360105,139.295097,122.4198217
13009394,X045,134.5502875,135.3077081,124.0405236,128.0242446,139.3589274,135.9310571,122.9516623
13009395,X045,159.4041378,133.0086335,138.3729283,149.681548,166.5199396,164.7119183,146.4169992
13009396,X045,133.5269903,128.9389952,127.0038563,136.8335937,142.384778,139.6318131,126.2356816
13009397,X045,133.5582178,128.9605869,117.079606,129.8970223,139.5321671,133.9118235,123.2078805
13009398,X045,137.951312,124.2803441,122.4807816,134.5131395,142.6757982,139.6211536,130.8193764
13009399,X045,140.7965564,126.4868384,115.4508036,134.8766859,144.1997409,143.9954075,138.5289583
13009400,X045,158.3874511,135.3354994,134.9711386,150.3761947,166.4142338,163.2918704,144.5662978
13009401,X045,140.8717886,121.5468564,120.9198379,137.1720841,147.4912034,146.3314499,136.6913602
13009402,X045,135.4611497,115.9300058,124.5090205,143.1110539,137.9246928,134.0708747,122.2958119
13009403,X045,141.2686715,128.8357715,125.47575,139.1813655,146.1193047,147.5500311,135.5589587
13009404,X045,137.9110743,119.0774468,136.6121238,150.8348368,142.5573159,131.4755066,116.6692252
13009405,X045,139.6141956,128.9950902,111.323629,138.9097601,145.3284822,145.6541985,134.7626999
13009406,X045,138.9751109,134.7983728,131.3287589,148.0578061,137.595735,129.7811117,121.5465998
13009407,X045,136.5285141,124.781505,131.171958,139.0923919,141.6802366,135.406332,126.7034245
13009408,X045,141.4168175,126.5700421,129.3444724,144.4903687,152.9188626,149.707106,143.4602116
13009409,X045,156.5340258,129.9379628,134.0601788,146.4297409,161.945119,162.5943566,148.6675401
13009410,X045,137.7698302,123.1731374,131.2878823,144.273467,144.5628664,140.2587042,128.7133544
13009411,X045,139.135729,125.797584,134.1265967,147.9529723,140.9203178,131.2252153,127.6829956
13009412,X045,137.2803598,123.7164156,131.3719093,143.5877481,141.0437809,135.8569431,122.1133722
13009413,X045,140.6408196,128.3111526,125.4288399,135.6356977,146.0517275,146.0880281,135.6388306
13009414,X045,139.4474374,124.7992276,129.2410712,143.8452927,144.1828988,139.7314453,131.1556019
13009415,X045,138.8610613,126.6909154,133.8530848,146.7719722,137.8430544,134.114353,122.1119069
